,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
16251,-0.724471519,0.785135531,2.468658147,0.965204213,-0.22755274,0.319031806,0.070258088,0.305500789,0.759479925,-0.61760967,2.239760537,-2.824904912,-0.181238986,2.102024861,0.466151023,-0.08870427,0.648851299,0.946752621,-0.020506462,-0.056415912,0.130872934,0.503159444,-0.22248235,0.121228372,0.15787007,-0.196674751,0.066385541,0.066597359,30.24,0
16259,1.260485703,-0.040965367,0.255463348,0.717140685,-0.0214036,0.419794499,-0.41029602,0.091151649,1.864156226,-0.387505028,0.656408843,-2.228957187,0.75981731,1.556846748,-1.649637446,0.186215255,0.20034997,0.701338462,0.718826913,-0.170906989,-0.272900936,-0.373444634,-0.224960618,-0.850152625,0.655914656,0.456968091,-0.054734252,-0.01890313,9.99,0
16260,1.126353331,-0.065718366,0.798525383,0.989911551,-0.527658152,0.096820889,-0.483949459,0.16043128,1.814011573,-0.423081707,2.050690247,-1.85716716,0.18773978,1.728759663,-1.464149439,-0.491851764,0.994847674,-0.15727263,-0.153216997,-0.27316509,-0.160534614,-0.030504602,-0.019578473,0.20313585,0.390674327,0.403010487,-0.037924216,-0.009602373,6.99,0
16266,-0.658233673,1.210861849,1.168147455,-0.013269775,0.422688397,-0.00541472,0.359856092,0.204093972,0.949485299,-0.425931003,2.265231714,-2.284395699,1.007077428,1.281468463,-0.173182886,0.365978682,0.680400943,0.359550986,-0.264409345,0.148753819,-0.393612094,-0.790989493,0.000223459,-0.443600963,-0.212817167,0.072904413,0.329542395,0.142688266,6.25,0
16269,-5.367462292,-3.98511708,0.560908296,-0.150953216,0.808528777,0.429093451,1.219894918,-0.649924859,3.472757067,0.469833512,-0.38459803,-2.683081632,2.428579821,-0.262674161,-0.193151917,0.682977954,-0.355179418,-0.2720397,-0.300492282,-1.017736294,-1.270843858,-0.294934106,0.690093515,-1.233660001,0.666033213,0.986105117,0.469050628,1.49752338,500,0
16269,1.149431593,-0.14058398,1.485490146,1.839878922,-1.138636423,0.079292054,-0.914866815,0.174968458,2.723335424,-0.546358692,-0.491944374,-2.872095265,-0.175257856,1.120053491,-1.258125853,-0.2326391,0.859308925,0.471937124,-0.316700506,-0.321390833,-0.066150618,0.365353168,-0.139682113,0.340165697,0.608702491,-0.147366977,0.044412806,0.020945565,2,0
16278,-1.594537636,-0.036654357,1.882577917,-0.120160705,1.712979172,-1.218930317,-0.077200381,0.05677858,0.424466395,-1.173466301,2.135815002,-1.682634606,2.204630452,1.136330865,-0.907929995,0.838353923,0.138194519,0.647548666,-0.473893715,0.259291478,-0.251576078,-0.959568856,-0.008737252,-0.099728242,0.282597608,-0.027295643,-0.078063658,0.077860089,1.98,0
16281,-0.550099607,0.696701051,1.113371087,0.682481841,2.496784355,4.364328443,-0.506407029,1.157238612,0.787154808,-0.440118537,-0.071146619,-2.803488896,1.459382512,1.044766431,-1.558873156,1.07436195,-0.456993096,0.624106226,-1.253218732,-0.107414697,-0.163098746,-0.313441676,-0.083359129,0.917898882,-0.324662291,-0.289781458,0.133739197,0.154131541,0,0
16289,1.003299652,0.030592975,1.114192382,1.117729341,0.03949513,1.545993316,-0.84156037,0.518376646,1.729596497,-0.607929542,1.476529628,-1.956728445,1.629175363,1.606437743,1.736973299,-0.721705611,1.282215985,-1.454679744,-2.329282007,-0.303687777,-0.00270331,0.415533398,0.161488807,-1.039731179,-0.006510456,-0.34931684,0.100816112,0.017807914,6.91,0
16291,-1.238328471,1.908281071,0.264584426,1.605491722,-0.205726094,0.257306082,0.091802996,0.898330637,-0.110652415,-1.121275116,1.986829877,-2.871942472,0.039385705,1.922044375,0.637321003,-0.170951858,2.224946125,1.265072725,1.256056768,-0.194771142,-0.042003312,-0.176886445,-0.207919633,-0.483488787,0.334663313,-0.080702211,-0.281477515,-0.064319504,68.35,0
16323,1.152881659,0.200198846,0.414273213,1.410322894,0.062269252,0.355885992,-0.203860839,0.12806566,1.485124312,-0.29625722,1.651332105,-1.910398173,0.51605866,1.868700038,-1.402334202,-0.415276978,0.68079611,0.01554333,-0.150165299,-0.279441378,-0.235045788,-0.268181059,-0.089131669,-0.375027924,0.622233804,-0.34495943,0.003128746,-0.006452364,5.53,0
16323,-1.452931241,-1.195538956,2.078965199,0.78831321,-1.369139762,1.267241423,1.628623981,-0.8991001,1.837092913,0.01860847,2.13619002,-2.091714877,2.092108861,0.365872679,-0.130023297,-0.359262074,0.496091649,0.741897034,2.300808393,0.054519384,-0.451576659,0.089507949,-0.190220093,0.113619943,-0.53775396,1.095308969,-0.393428258,-0.490987811,500,0
16332,1.208198409,-0.085355357,0.74726125,0.130369422,-0.643244012,-0.373573536,-0.51086638,0.002816851,1.5425034,-0.355238529,1.997029248,-2.092820149,1.034654898,1.844971273,-0.05482481,0.836533797,-0.013179123,0.542697411,0.169343715,-0.090115118,-0.311482099,-0.776772267,0.106460464,-0.032263567,-0.031502904,0.752988223,-0.10178059,-0.003293604,24.15,0
16343,-1.915174692,1.808654368,0.653116271,3.104051199,-0.73016162,0.275107165,-0.622520219,1.373976656,-0.778605803,0.00060409,1.826760969,-2.583047177,0.097113075,3.278597809,0.079543848,0.143272336,1.458364715,0.487389097,0.548912975,-0.473070763,0.015836765,-0.232003973,0.151671531,0.109566051,-0.405310304,0.047252297,-0.451082808,-0.228024935,34.92,0
16343,1.012594684,0.185411103,1.857002444,2.625675359,-0.813686025,0.741197689,-1.050509509,0.411448711,1.07822938,0.410744188,2.237912364,-2.310505578,0.771151506,1.647487648,0.005918309,1.168256269,-0.044721919,0.838388886,-1.76632442,-0.24046929,0.167722,0.665252616,0.034226906,0.149376674,0.061451756,0.073725175,0.024622781,0.023364597,12.16,0
16350,-0.712122537,0.822824162,2.825159613,1.84278758,0.196964728,0.061047564,0.163454459,-0.088918218,1.184137253,-0.148759943,-0.229557748,-2.813405037,1.291080025,0.697761378,-1.678560922,0.665892691,-0.056860501,0.160354367,-1.609101701,-0.241563264,-0.162601921,-0.002651924,-0.127453751,0.313406236,-0.546375703,-0.345450586,-0.136866057,-0.075805191,0,0
16352,-0.980997911,1.829010357,1.355136764,2.989306905,0.1845712,-0.262747406,0.983291333,-0.162502082,-0.562215366,0.447524767,0.37054474,-3.136365832,1.501664048,2.027455304,0.30855932,-0.395311958,0.970346511,0.173063927,0.784746327,-0.065485752,-0.115306814,-0.030228552,-0.199609311,0.349768469,0.407124628,0.271628355,-0.474791496,-0.262240143,53.89,0
16366,-1.853005532,-0.656227325,2.716069297,1.216835709,0.905488185,-0.366109565,-0.382151657,0.203566058,0.778327096,-0.714393277,-0.439339725,-2.733914831,2.102619444,0.886893047,-1.045901652,1.081499734,-0.124587932,0.422369968,-1.295402312,0.481579936,0.109270535,0.004808498,0.124227606,-0.133782542,0.354532759,0.942201334,-0.125470909,0.084294798,111.77,0
16373,1.201923772,0.587166699,0.576307205,2.381745169,0.229926827,0.281357036,-0.152464036,0.071866269,0.489190266,0.498264722,1.26203471,-2.641166627,0.797973,2.057275143,-0.71408798,1.227328982,-0.413142811,0.682507826,-0.517884918,-0.218076235,-0.412901503,-1.099538506,0.05317941,-0.642963323,0.272949815,-0.267271343,-0.044581944,0.001696752,3.53,0
16373,-0.900398129,1.715686455,0.985368509,0.244904292,-0.193492083,-0.99878615,0.284947884,0.249979443,0.819020259,-0.813783475,0.717580665,-2.084960577,2.440601463,1.126802835,0.063900892,0.424472616,0.865094292,0.079674342,-0.332660787,0.123859797,-0.396277449,-0.856337351,0.058867636,0.285391735,-0.08608611,0.03855533,0.204804474,0.089925666,1.98,0
16377,-0.487943147,0.571487439,2.170264328,1.787857657,-1.172119385,0.854935218,-1.60436378,-2.430117925,0.901140605,-1.000581715,2.048302515,-1.614625498,0.997408516,1.985775393,-0.338082297,0.213568564,0.680642009,1.15235776,0.282903756,0.86353039,-1.199242326,0.664000066,-0.318814263,0.499873429,1.12474442,-0.044555988,0.037317505,0.199836794,109,0
16388,-2.35024941,-1.451593413,1.844686941,1.64824534,-0.163810984,1.918908746,1.692748607,-1.31921132,2.944169698,1.248289992,2.575611062,-2.155917705,0.966517427,-0.156203054,-0.791167171,-1.076321919,0.539132553,-0.448604505,0.286018414,-1.386493306,-0.775502846,0.457742588,-0.700204086,-0.235087798,-1.287140001,-0.69244688,-1.161478894,-0.183889556,421.86,0
16389,0.434490171,-0.810112752,0.085280213,1.800658646,-0.737604834,-0.081464481,-0.162414251,0.064825457,1.592689297,-0.932435507,2.081809495,-2.863964054,0.213195026,0.470876806,0.297032317,1.456014293,0.968538057,2.186904336,-0.849106661,0.565652,0.201189073,-0.059295444,-0.462320895,-0.192541331,0.2786923,-0.315200244,-0.037626027,0.111580828,379.99,0
16391,1.23139344,0.487816916,0.587668396,0.973012083,-0.43324372,-1.204948801,0.023948958,-0.322199955,1.25152658,-0.663374787,1.221638374,-2.012293778,2.094975935,1.110422027,0.301644348,0.341206481,0.829235007,-0.166620185,-0.527222048,-0.110761349,-0.411761236,-0.934175819,0.175583077,0.618434517,0.158173339,0.034365023,-0.048020989,0.02879843,4.49,0
16391,-0.135608259,0.955256297,1.00560387,1.119963895,0.743121603,0.525180126,0.750622037,-0.416505843,1.535024391,0.579058058,1.913536141,-1.639531303,1.783791258,1.004902274,-1.478112111,-1.015568981,0.539764795,0.021023352,0.500331356,0.065920677,-0.152919741,0.443515675,0.03575612,-0.344618826,-0.972651418,-0.560824191,-0.255777801,-0.250230405,9.78,0
16401,-0.460244195,-0.348869987,1.362240523,-2.433615909,0.490752247,0.428397199,0.491697593,-0.437390878,3.171858749,-1.638389793,-0.456598855,-2.174033077,2.546660276,0.417459128,0.21511504,-0.35820772,-0.142509943,0.427065163,0.064854894,-0.04242185,-0.052889435,0.758028054,-0.327269874,-1.280252674,-0.559492019,-0.154562465,-0.167288628,-0.32342907,100,0
16404,-4.661312274,-3.612414603,1.24884771,0.091926755,0.017943539,-0.276656572,0.68451114,-0.392643528,2.25731493,-0.688787074,1.699035209,-1.781382155,1.857997402,0.649337999,-1.339403383,1.071259523,-0.231849861,0.45185418,0.123679933,-2.021983296,-0.953628953,0.002172898,0.903942943,0.120607,0.286707197,0.921361524,0.856257904,0.055520623,500,0
16411,1.001509117,-0.545328284,0.929789713,0.448544004,-0.935238996,-0.12100844,-0.551991235,-0.109277085,2.093939677,-0.717170165,0.065415052,-1.94037805,2.666343982,0.931119364,-0.075060888,0.461534313,0.257114377,0.251150205,-0.122059945,0.236757834,-0.021035577,0.079176443,-0.206386901,-0.055465603,0.232881932,1.084158763,-0.083288807,0.028920174,142.43,0
16413,-0.256931144,0.1102673,-0.844495698,1.221700358,1.786042182,4.303547528,0.949188607,0.642123953,0.401793306,-0.340598121,0.554443183,-2.801233354,1.662356921,1.932187539,0.496861083,-1.054344277,0.939587617,0.864085452,2.417695265,0.870206859,0.093381125,0.12983088,0.536183574,0.94953027,-0.308001842,-0.105741881,0.128266804,0.209139553,293.04,0
16429,0.402511064,-2.139576001,0.721109765,-0.181382215,-1.144838306,1.719883301,-1.058800097,0.431145118,1.148583864,-0.235078894,1.319291491,-2.667761046,1.715400865,0.963157483,0.777973049,-0.050848909,2.268099307,-2.594865141,-1.41977678,0.696229052,0.516520227,1.049445769,-0.314847182,-0.960659605,-0.032649234,0.002044311,0.018201703,0.073496323,409.24,0
16429,-0.751896904,0.235549122,1.613725005,0.00387827,0.819315599,2.744775371,0.127377794,0.751941652,1.209467265,-1.201808612,1.949091327,-1.183475843,2.519911981,1.139091505,-0.640632838,-0.372923027,0.534279536,-0.671003115,-2.403445101,-0.04772603,0.316783367,1.241699783,0.1761884,-1.919583591,-0.747050937,-0.427120632,0.232129133,0.173732135,119,0
16429,-0.653427839,0.290314607,2.224392397,-1.472714452,-0.403540495,-0.973511297,0.462175646,-0.37188227,2.809682283,-1.83630273,0.482707814,-1.940539117,1.392017305,0.86333019,-0.682972494,-0.872480485,0.537202933,0.369407006,-0.204650732,-0.136430881,0.04754987,0.762262139,-0.295407372,0.690005082,0.101634668,-0.802080934,-0.149197298,-0.067682068,22.71,0
16437,1.067955838,0.186738842,1.604929986,2.888308464,-0.683687168,0.627511685,-0.817720185,0.304525274,1.618659523,0.119210527,-0.040986583,-3.054092076,0.155535968,1.350050323,-0.623357924,0.370013878,0.682531413,-0.190682383,-1.396912084,-0.318129357,-0.221318504,-0.292759865,0.09716876,-0.038879102,0.147320395,-0.047826346,0.021305604,0.024078628,8.71,0
16440,0.692641841,-0.631279663,1.383105836,2.203098685,-1.097760701,0.394605871,-0.387929218,0.134196149,2.5140678,-0.865978837,0.279768323,-1.465259112,1.077287009,0.812263637,-2.432286932,-1.29669453,1.719644469,-1.188797213,-0.286394038,0.086294354,-0.423111267,-0.922004973,0.00362704,0.543128781,0.256391513,-0.599378928,0.029376727,0.058865808,193,0
16449,-2.034948007,-0.494240014,3.42764647,3.435727346,0.717148849,-0.356568472,-1.355579717,0.292621989,1.093855138,1.061061889,0.906488862,-3.559611576,0.37302313,1.304141243,1.676589083,0.036558333,0.918460193,0.63275275,-0.333305682,0.453697817,0.083630577,0.675090762,-0.047899861,0.530051292,-0.126929645,0.357462906,0.252670005,0.218823343,9.1,0
16461,1.153106564,0.834782102,0.458709442,2.764839662,0.203568592,-0.635780357,0.406819336,-0.259725485,0.190465501,0.3221778,1.112173322,-2.36755427,1.48644599,2.015071057,-0.318732416,-0.148392423,0.727897393,-0.850971273,-1.649217501,-0.260213742,-0.103376196,-0.035926084,0.003126463,0.544053762,0.562981753,0.026975016,-0.049102652,0.005460909,2.28,0
16473,1.12704127,0.385351202,0.89314633,1.34472015,-0.338627592,-0.498728716,-0.070982396,-0.134233452,1.292940011,-0.468553297,1.218612983,-1.803331201,2.032718797,1.703075506,0.522101111,-0.14121561,0.60487572,-0.677617907,-0.975128433,-0.164832721,-0.36531006,-0.803812899,0.209991202,0.290458789,0.154772667,-0.725051422,0.01962947,0.029963425,19.99,0
16482,-0.958603647,0.001012994,2.364540389,1.241370922,0.147724532,0.88564946,-0.099481326,0.120222281,1.442235919,-0.254566077,1.711942649,-2.387913805,0.849003298,1.261429526,-0.265554824,-0.138059263,0.406207117,0.969286378,0.220516746,-0.031705161,0.081068445,0.747183344,-0.200801357,-0.346322687,-0.33364016,-0.24586585,-0.062376441,-0.084404723,99,0
16482,1.283515431,0.343553444,-0.181518515,1.018967352,0.461473809,-0.106028419,0.144344412,-0.237341766,1.34713612,-0.371019384,-0.682834997,-2.734931608,1.971121821,1.730715348,0.279429089,0.428095521,-0.206245449,0.574585882,-0.057373347,-0.070699307,-0.194475956,-0.327551374,-0.289709752,-1.061518976,0.842216184,-0.283936236,-0.020395902,0.005568011,36.71,0
16484,1.216367519,0.441480133,0.659048748,1.028337207,-0.597474745,-1.339835569,-0.020202728,-0.294737042,1.345764681,-0.642658548,1.283781211,-2.324912867,1.343322533,1.265185523,0.365099159,0.314719304,0.944986385,-0.146009355,-0.600001684,-0.163282243,-0.406449801,-0.954858745,0.209627314,0.805079539,0.106479604,0.023993394,-0.052429065,0.029349859,4.49,0
16485,-0.9579154,1.324418638,1.349139,0.713658234,0.636069662,0.698133873,0.493061096,-0.140140512,1.453562703,-0.452795058,-0.439616075,-2.048744448,2.540933483,0.822702379,-1.20793933,-0.721251977,0.631469403,-0.264598447,-0.099192343,-0.170372585,-0.026369022,0.22643256,-0.297272699,-0.787008566,-0.018167615,-0.382503785,-0.536053153,0.147657701,9.99,0
16487,-0.776422412,-0.054308831,1.783403971,2.497214352,1.379881671,5.811644948,-0.918284081,1.074422571,1.825864147,0.333462638,-0.389383448,-2.72114696,1.55486913,0.012585209,-1.67950593,-0.377817553,0.784291293,0.989659486,1.443442542,0.088143411,-0.097923044,0.637888413,0.094586042,1.013643542,-0.283885232,0.359078329,-0.118245695,-0.052271318,101.35,0
16488,-3.235102366,-2.755765994,1.085872459,2.201831844,-0.529647277,-0.045771598,0.126108907,0.653980515,0.678052141,-0.963552919,1.375079692,-2.769594849,0.507542846,2.401295623,0.531497573,0.657668983,0.332960192,2.048801728,0.483600434,1.667400264,0.709505472,0.377689058,0.983193568,-0.113500229,0.04148605,-0.200976774,-0.134053774,-0.272873064,529,0
16496,0.114422655,-1.784611306,0.315384529,1.957590202,-0.508185573,1.83157037,-0.053431272,0.283399859,2.275895162,-0.863459019,0.52344538,-1.132067933,1.713680044,0.91127064,-3.004604464,-0.575952033,0.839459402,-0.112733676,0.533593823,0.867305745,-0.273575282,-1.273257283,-0.521843048,-1.172542725,0.34129185,-0.549402493,-0.038510365,0.091431018,532.33,0
16512,1.263021808,0.4496479,0.678359666,0.812293271,-0.294729278,-0.913977867,0.053846344,-0.356201101,1.143387311,-0.472883037,0.938356989,-1.482837825,3.189501741,1.42835673,0.159433978,0.217002747,0.237298588,-0.418784811,-0.329135734,-0.055747485,-0.393559318,-0.83080773,0.132219909,0.347525333,0.236356386,0.052044563,-0.047878661,0.015349557,2.58,0
16518,1.362783023,0.006714031,0.115500487,-0.042545726,-0.300920621,-0.679166389,-0.255696153,-0.162215509,1.866583444,-0.506049651,-0.326674778,-3.529172309,0.088899907,1.978043651,0.656415806,0.554812494,0.227187189,0.26854643,0.19614688,-0.204560893,-0.337215132,-0.785118646,-0.02322894,-0.505357575,0.268825169,0.980319414,-0.123023682,-0.015488113,0.92,0
16526,-0.572411915,0.842444743,1.334979435,1.156425369,0.303648351,-0.908313939,0.562832781,-0.144243258,0.872120578,-0.369873461,0.302808625,-3.015819852,0.913886902,1.91293549,0.377774366,-0.329102854,0.589146926,0.490036747,0.195520596,0.191719871,-0.006511952,0.22090966,-0.008283156,0.313184098,-0.21700638,-0.35442907,0.363889994,0.226045825,38.1,0
16534,-0.976594998,1.105038939,2.38185589,-0.553672145,-0.513773951,-1.108582498,0.595593948,-0.343242293,1.53112408,-0.305618184,1.053373293,-2.988567121,0.749226285,1.311489139,0.480151293,0.000214085,0.552004703,-0.096432005,-0.173419354,0.245100002,-0.319535864,-0.452542322,-0.138551495,0.876555149,-0.019317321,0.849703845,-0.009263584,-0.047025293,8.84,0
16538,1.193331555,0.247486086,0.503389508,0.853614296,-0.542116783,-0.8696966,-0.251852048,-0.023850853,1.382953659,-0.420542001,2.379499914,-2.708724974,-0.49639259,1.803056297,-0.112318543,0.692110135,0.678430374,0.679155589,-0.174745528,-0.255663823,-0.396584769,-1.051877402,0.177452571,0.373199257,0.058508181,0.032871502,-0.068717186,0.012121536,5.49,0
16542,1.131425551,-0.526376987,1.141631021,-1.041124102,-1.343937144,-0.715807929,-0.742642081,-0.077722815,3.179335976,-1.665978779,1.337255786,-1.223096348,2.071139154,1.181671325,0.800598759,-0.977601608,1.109353008,-0.18011543,-0.056819666,-0.077438064,0.055930353,0.667283251,-0.040527694,0.63267792,0.348799254,-0.032831024,0.040923674,0.026849919,37.08,0
16542,0.916464298,-0.258490886,1.269278933,1.44183222,-0.560663732,1.061436374,-0.871748133,0.434062652,1.826368577,-0.380367966,2.273949211,-1.662308305,0.958917566,1.572578525,-0.268797408,-0.100300319,0.662818996,0.158040912,-1.138917124,-0.143454885,0.111690425,0.602103322,-0.076330166,-0.333950897,0.259711244,-0.244066555,0.054127299,0.022250197,69,0
16544,-0.378331557,1.270041744,1.56784637,0.343064288,-0.041471436,-1.083024661,0.720352534,-0.216386193,0.763604684,-0.914029451,1.138437458,-2.13754202,2.350960308,0.896992622,0.062053168,0.230630824,0.821173372,-0.046149508,-0.424964123,0.128926253,-0.378048933,-0.762835797,0.059493969,0.615535867,-0.200133937,0.010464063,0.21917667,0.097424131,16.48,0
16544,-0.68046567,1.193061405,1.750379217,0.808604854,0.426211255,-0.72717473,0.767515812,-0.303545436,0.521608326,-0.703413598,0.558738673,-2.046119627,2.78440446,1.408452291,-0.134660364,-0.075972715,0.212781173,0.242775613,-0.47781585,-0.037213213,0.04782282,0.389982223,-0.239153093,0.369765494,0.156878675,-0.383178422,-0.044798519,0.138944467,12,0
16546,-1.808873472,1.942876532,1.271204219,0.939580919,1.230371522,1.661810151,-0.583132649,-2.655109021,0.304083583,0.188956532,0.976067106,-2.122629434,1.944097222,1.493254446,-1.228847818,1.33494572,-0.77422721,0.523114185,-1.661865124,0.526825987,-1.438105792,0.105274016,-0.066449243,-1.462215529,-0.249875788,-0.367459359,-0.557084489,0.0103261,0.77,0
16548,1.340314974,-1.165968215,1.047729434,-1.143734998,-1.884253885,-0.562167675,-1.362975061,-0.074913256,-0.569251167,1.191882655,2.309154112,-2.786410379,1.746441549,1.255091151,-0.585615164,0.015566652,0.962609137,0.831247603,-0.326974756,-0.277445205,-0.336313333,-0.519554735,0.125196052,0.421835252,0.03651937,-0.40551913,0.009625394,0.025096845,64,0
16550,0.942873445,0.217301692,1.56767421,2.692986264,0.149267298,2.244081867,-0.934809825,0.639750932,1.264803548,-0.090048721,1.080217998,-1.567981439,2.350687538,0.992076588,-0.034007122,-0.710463835,1.479233874,-1.964067792,-2.60196284,-0.296585473,-0.108693095,0.277727278,0.175825309,-1.014114419,-0.015220747,0.044439823,0.092609002,0.016055384,0,0
16552,-0.679488474,0.77848276,1.513850789,0.362540474,0.853933271,0.281189171,0.594693386,0.155788833,0.84773202,-0.971515669,1.521572563,-1.727769588,1.246503213,1.573880891,-2.187962994,-0.300941477,0.362673859,0.017693119,-0.727335925,-0.198375077,-0.094778673,0.045431894,-0.176205578,-0.366031795,0.000562131,-0.55392338,0.104722924,0.117641802,16.22,0
16564,1.222334434,-0.016065405,0.834156368,0.175797817,-0.771230626,-0.716939112,-0.43871991,-0.073387676,1.799660633,-0.59905901,1.070195656,-2.601517251,0.732547906,1.803021075,0.847553971,0.034191523,0.82007351,-0.58330084,-0.6490275,-0.215295741,-0.247357239,-0.462821022,0.19160558,0.37549071,-0.053765493,0.878642056,-0.086569467,0.000624917,0.77,0
16568,-0.966797709,1.44467733,1.934135639,0.630253432,0.067820188,-0.98684054,0.596062392,-0.271224829,0.632452202,-0.624432847,1.24513498,-2.188027315,2.471340223,0.869113039,0.518052511,-0.090725889,1.095143193,0.019789733,0.345020715,0.187616068,-0.371696747,-0.788172929,-0.076090729,0.633179447,0.044611876,0.160020209,-0.012846909,0.161947914,0.89,0
16579,-0.688407768,0.96895298,2.906211565,1.204850421,-0.303493462,0.423088201,0.167632829,-0.052964525,1.592450113,-0.450583805,0.839519477,-1.808440053,2.458944387,0.611563351,-0.208097559,-0.861832214,0.994991132,-0.237680957,-0.065726579,0.179035133,-0.158339101,0.334467703,-0.126149202,0.363399631,-0.133506513,-0.383381252,0.120952473,-0.04959203,9.99,0
16583,-0.668762584,1.011413574,1.507892835,0.060895119,0.135792689,-0.35249806,0.548311898,0.033602812,0.777332375,-0.841480557,1.76178802,-3.182215602,-0.360638375,1.620984204,-0.270051221,0.70769404,0.505866942,1.022435842,0.245811569,-0.155169574,-0.33219685,-0.956424786,-0.081096226,-0.163659292,-0.262640029,0.031581156,-0.119573247,0.091659071,31.99,0
16596,-1.534552077,-0.14807292,2.23603247,2.21723181,-0.081851407,0.264862282,-0.67581451,0.457042268,2.001931037,-0.797329379,-0.084881181,-1.898578888,0.934514399,0.897814823,-2.041792384,-1.670268242,2.086168145,-0.830230937,0.987730006,-0.162951334,-0.434484945,-0.615319439,-0.216634906,0.376807276,-0.555642064,-0.540175707,-0.07049434,-0.351733997,23,0
16609,-1.160346906,0.273604576,2.246534602,0.400613427,0.670461233,-0.13695582,0.132204132,0.181039472,0.711933976,-0.982152069,2.278331327,-1.40185665,1.63061154,1.486254809,-1.560931781,-0.625884801,0.927734737,-0.281165842,0.121172407,0.121856509,-0.174114595,-0.330321248,-0.074849519,0.195257266,0.252701373,0.261916084,-0.023076367,0.056384102,24.96,0
16617,-1.760668502,1.413679642,0.702689643,0.851994746,0.472696746,-0.167474734,0.567412163,-0.249953581,1.594988052,0.787766571,0.398878655,-2.79975616,1.454273677,1.453648894,0.716194195,-0.584687734,0.627844884,-0.015563554,-0.014453598,-0.111839053,-0.141159128,0.31074212,-0.014163856,-0.334653609,-0.153768985,-0.339602716,0.029959642,0.408135814,30.69,0
16618,1.19036014,0.416131496,1.065803297,2.722864057,-0.103500582,0.588626689,-0.454049074,0.024985224,1.233825267,0.130032253,-0.669864782,-2.281230445,2.517244414,0.908175423,-1.182379719,0.627504701,0.03170715,0.318834326,-0.759490701,-0.121478102,-0.126534773,0.092425428,-0.197749497,-0.462196608,0.645059851,0.159796192,0.005857728,0.015631564,8.36,0
16630,-0.597986277,0.948427677,2.501194431,1.502530327,-0.172937012,0.120574821,0.426188405,0.033121716,1.472499567,-0.346967756,0.366188481,-3.651767722,-1.038191963,1.63554247,0.011770863,-1.114812338,1.494685114,-0.267941748,0.493313766,0.041264884,-0.440372022,-0.659163999,-0.141552479,0.266400357,0.091217571,-0.380250441,0.158746422,-0.088030899,9.9,0
16632,1.12570356,0.060367596,0.693077146,1.418096689,-0.218835899,0.469390223,-0.461808729,0.268229585,1.777269022,-0.301402792,1.508430534,-2.404492318,-0.459790228,1.96894298,-1.139609937,-0.163536888,0.664841649,0.115144516,-0.139247219,-0.332281023,-0.385354171,-0.78992567,0.055323417,-0.434479913,0.339989951,-0.528868501,0.010824477,0.000923163,8.62,0
16634,1.123998917,0.056512014,0.929339525,1.699281632,-0.69383993,-0.263864683,-0.416985053,0.137559902,2.152006096,-0.439527677,0.216387714,-3.436666056,-1.54434739,2.021371199,-0.372425888,-0.502292537,1.214423137,-0.46564684,-0.668415123,-0.435311789,-0.40676512,-0.86629805,0.161882468,0.232306674,0.247123551,-0.547734605,0.008948373,0.015126899,7.33,0
16634,1.082226148,0.089138435,0.919249666,1.542258114,-0.450374367,0.174525252,-0.422747753,0.213753057,1.688268508,-0.313821754,2.042673836,-2.045631248,-0.207642309,1.932974853,-1.215883409,-0.334292855,0.838479183,-0.099894979,-0.342954289,-0.320784064,-0.344467651,-0.665530063,0.114020763,0.107488228,0.279516453,-0.563333645,0.013158347,0.007621536,11.88,0
16637,1.126057213,0.095306401,0.70310465,1.413410271,-0.175795056,0.48086454,-0.429088583,0.240830687,1.70424504,-0.315567689,1.590676327,-2.147998888,0.022486714,1.872963888,-1.192523986,-0.18615952,0.637282226,0.055974931,-0.142503355,-0.301381291,-0.379809156,-0.75042829,0.04953467,-0.421275589,0.356308053,-0.530484646,0.013977239,0.001958939,8.62,0
16650,1.238187079,0.111631107,0.231095023,1.27966179,0.291124914,0.772106722,-0.340287849,0.157845346,2.027205277,-0.486277293,-1.055464847,-3.155816676,0.360110196,1.599953433,-0.420386742,-0.0726323,0.494825757,-0.097012944,-0.029575986,-0.266951467,-0.499254384,-1.056686473,-0.074153298,-1.439416315,0.530436842,-0.447127876,0.016197504,0.001974703,11.88,0
16650,1.199860484,0.153438054,0.477111598,1.409863941,0.043603817,0.450789608,-0.304877247,0.100860284,1.9373666,-0.49670025,-0.494713985,-2.78829154,0.60244038,1.565879819,-0.4997801,-0.252994235,0.679904767,-0.322875429,-0.243553879,-0.265080226,-0.458666554,-0.923957175,-0.008969738,-0.881506793,0.466910251,-0.482394788,0.019369727,0.008166907,11.28,0
16650,-0.445525191,1.089276976,1.721241967,0.056932262,0.022539854,-0.534837363,0.477725287,0.02485878,0.69586573,-0.499802785,2.171581034,-2.098965125,1.152663883,1.859073604,-0.542589187,0.386145254,0.112586807,0.469114226,0.104131793,0.031183971,-0.333520409,-0.703741357,-0.023388763,0.237486426,-0.262794305,0.016790923,0.232811548,0.103191502,0.89,0
